IId FId MId
merino18683 merino16678 merino16851
merino18684 0 merino16857
merino18685 merino16802 merino16857
merino18686 merino16652 merino16969
merino18687 merino16652 merino16969
merino18688 merino16754 merino16743
merino18689 0 merino16743
merino18690 merino16678 merino16723
merino18691 merino16678 merino16723
merino18692 merino16802 merino16715
merino18693 0 merino16715
merino18694 merino16944 merino17019
merino18695 merino16944 merino17019
merino18696 merino16754 merino16931
merino18697 0 merino16931
merino18698 0 merino16979
merino18699 merino16678 merino16979
merino18700 merino16802 merino16963
merino18701 merino16802 merino16963
merino18702 merino16944 merino17009
merino18703 merino16944 merino17009
merino18704 0 merino16671
merino18705 merino16652 merino16671
merino18706 merino16678 merino16893
merino18707 merino16678 merino16893
merino18708 merino16802 merino16835
merino18709 0 merino16835
merino18710 0 merino16885
merino18711 merino16944 merino16885
merino18712 merino16652 merino16999
merino18713 merino16652 merino16999
merino18714 0 merino16995
merino18715 merino16754 merino16995
merino18716 merino16802 merino16905
merino18717 merino16802 merino16905
merino18718 0 merino16841
merino18719 merino16944 merino16841
merino18720 merino16652 merino16943
merino18721 merino16652 merino16943
merino18722 merino16754 merino16847
merino18723 merino16754 merino16847
merino18724 merino16678 merino16781
merino18725 merino16678 merino16781
merino18726 merino16944 merino16689
merino18727 merino16944 merino16689
merino18728 0 merino16901
merino18729 merino16652 merino16901
merino18730 0 0
merino18731 merino16754 merino16945
merino18732 merino16678 merino17025
merino18733 0 merino17025
merino18734 0 merino16827
merino18735 merino16802 merino16827
merino18736 merino16652 0
merino18737 merino16652 merino16891
merino18738 0 merino16673
merino18739 merino16754 merino16673
merino18740 merino16678 merino16869
merino18741 0 0
merino18742 merino16802 merino16641
merino18743 merino16802 merino16641
merino18744 0 merino16941
merino18745 merino16944 merino16941
merino18746 merino16754 merino16783
merino18747 merino16754 merino16783
merino18748 merino16678 merino16903
merino18749 merino16678 merino16903
merino18750 merino16802 merino17023
merino18751 merino16802 merino17023
merino18752 merino16944 merino16695
merino18753 merino16944 merino16695
merino18754 merino16652 merino16803
merino18755 0 merino16803
merino18756 merino16678 merino16939
merino18757 merino16678 merino16939
merino18758 merino16802 0
merino18759 merino16802 merino16845
merino18760 merino16944 merino16819
merino18761 merino16944 merino16819
merino18762 merino16652 merino16917
merino18763 merino16652 merino16917
merino18764 merino16754 merino16955
merino18765 merino16754 merino16955
merino18766 merino16802 merino16771
merino18767 0 merino16771
merino18768 merino16944 merino16775
merino18769 merino16944 merino16775
merino18770 0 merino16875
merino18771 merino16652 merino16875
merino18772 merino16754 merino16691
merino18773 merino16754 0
merino18774 merino16678 merino16973
merino18775 0 merino16973
merino18776 0 merino16779
merino18777 merino16944 merino16779
merino18778 merino16652 merino16725
merino18779 merino16652 merino16725
merino18780 merino16754 merino16745
merino18781 0 merino16745
merino18782 merino16678 merino16921
merino18783 merino16678 merino16921
merino18784 merino16802 0
merino18785 merino16802 merino16757
merino18786 0 merino16831
merino18787 0 merino16831
merino18788 0 merino16993
merino18789 merino16754 merino16993
merino18790 merino16678 merino16887
merino18791 merino16678 merino16887
merino18792 merino16802 merino16859
merino18793 merino16802 merino16859
merino18794 merino16944 merino16937
merino18795 0 merino16937
merino18796 0 merino16747
merino18797 0 merino16747
merino18798 0 merino16667
merino18799 0 merino16667
merino18800 0 merino16805
merino18801 merino16802 merino16805
merino18802 0 merino16849
merino18803 merino16944 merino16849
merino18804 merino16652 merino16687
merino18805 merino16652 merino16687
merino18806 merino16678 merino16761
merino18807 0 merino16761
merino18808 merino16802 merino16683
merino18809 merino16802 merino16683
merino18810 merino16944 merino16777
merino18811 merino16944 merino16777
merino18812 merino16652 merino16659
merino18813 merino16652 merino16659
merino18814 0 merino17015
merino18815 merino16754 merino17015
merino18816 merino16802 merino16713
merino18817 merino16802 merino16713
merino18818 merino16944 merino16657
merino18819 merino16944 merino16657
merino18820 merino16652 merino16677
merino18821 merino16652 merino16677
merino18822 merino16754 merino16825
merino18823 merino16754 merino16825
merino18824 0 merino16987
merino18825 merino16678 merino16987
merino18826 merino16944 merino16889
merino18827 merino16944 merino16889
merino18828 merino16652 merino16861
merino18829 0 merino16861
merino18830 merino16754 merino16815
merino18831 0 merino16815
merino18832 merino16678 merino16731
merino18833 merino16678 merino16731
merino18834 merino16802 merino16961
merino18835 merino16802 merino16961
merino18836 0 merino16701
merino18837 merino16652 merino16701
merino18838 merino16754 merino16791
merino18839 merino16754 merino16791
merino18840 merino16678 merino16855
merino18841 merino16678 merino16855
merino18842 merino16802 merino16707
merino18843 merino16802 merino16707
merino18844 merino16944 0
merino18845 0 merino16789
merino18846 merino16754 merino16833
merino18847 0 merino16833
merino18848 merino16678 merino16795
merino18849 merino16678 merino16795
merino18850 merino16802 merino17031
merino18851 merino16802 0
merino18852 merino16944 0
merino18853 merino16944 merino17003
merino18854 0 merino16697
merino18855 0 merino16697
merino18856 merino16678 merino16767
merino18857 merino16678 merino16767
merino18858 0 merino16913
merino18859 merino16802 merino16913
merino18860 merino16944 merino17021
merino18861 0 merino17021
merino18862 merino16652 merino16755
merino18863 0 merino16755
merino18864 merino16754 merino17007
merino18865 0 merino17007
merino18866 0 merino16951
merino18867 merino16802 merino16951
merino18868 merino16944 merino16895
merino18869 merino16944 merino16895
merino18870 merino16652 merino16957
merino18871 0 merino16957
merino18872 merino16754 merino16645
merino18873 merino16754 merino16645
merino18874 0 merino16763
merino18875 0 merino16763
merino18876 merino16944 merino16765
merino18877 0 merino16765
merino18878 merino16652 merino16881
merino18879 merino16652 merino16881
merino18880 merino16754 merino16837
merino18881 merino16754 merino16837
merino18882 0 merino16907
merino18883 0 merino16907
merino18884 merino16802 merino16873
merino18885 merino16802 merino16873
merino18886 0 0
merino18887 merino16652 merino17011
merino18888 merino16754 merino16977
merino18889 merino16754 merino16977
merino18890 merino16678 merino16821
merino18891 0 merino16821
merino18892 merino16802 0
merino18893 0 merino16785
merino18894 0 merino16647
merino18895 merino16944 merino16647
merino18896 merino16754 merino16759
merino18897 merino16754 merino16759
merino18898 merino16678 merino16915
merino18899 merino16678 merino16915
merino18900 merino16802 merino16675
merino18901 0 merino16675
merino18902 merino16944 merino16927
merino18903 merino16944 merino16927
merino18904 merino16652 merino16793
merino18905 merino16652 merino16793
merino18906 merino16678 merino16729
merino18907 merino16678 merino16729
merino18908 merino16802 merino16709
merino18909 merino16802 merino16709
merino18910 merino16944 merino16661
merino18911 merino16944 merino16661
merino18912 0 merino16711
merino18913 merino16652 merino16711
merino18914 merino16754 merino16829
merino18915 merino16754 merino16829
merino18916 merino16802 merino16985
merino18917 merino16802 0
merino18918 0 merino16773
merino18919 merino16944 merino16773
merino18920 merino16652 merino16649
merino18921 merino16652 merino16649
merino18922 0 merino16739
merino18923 merino16754 merino16739
merino18924 merino16678 merino16787
merino18925 0 merino16787
merino18926 merino16944 merino16801
merino18927 0 merino16801
merino18928 0 merino16717
merino18929 merino16652 merino16717
merino18930 0 merino16981
merino18931 0 merino16981
merino18932 merino16678 merino16959
merino18933 merino16678 merino16959
merino18934 merino16802 merino16997
merino18935 merino16802 merino16997
merino18936 merino16652 merino16651
merino18937 0 merino16651
merino18938 0 merino16925
merino18939 merino16754 merino16925
merino18940 merino16678 merino16753
merino18941 0 merino16753
merino18942 merino16802 merino16933
merino18943 merino16802 merino16933
merino18944 merino16944 merino16965
merino18945 0 merino16965
merino18946 merino16754 merino16813
merino18947 merino16754 merino16813
merino18948 merino16678 merino16899
merino18949 merino16678 merino16899
merino18950 merino16802 merino16799
merino18951 merino16802 merino16799
merino18952 merino16944 merino16863
merino18953 merino16944 merino16863
merino18954 merino16652 merino16681
merino18955 0 merino16681
merino18956 0 merino16663
merino18957 0 merino16663
merino18958 merino16802 0
merino18959 0 merino16733
merino18960 merino16944 merino16741
merino18961 0 merino16741
merino18962 0 merino17027
merino18963 merino16652 merino17027
merino18964 merino16754 merino17033
merino18965 0 merino17033
merino18966 0 merino16897
merino18967 merino16802 merino16897
merino18968 merino16944 merino16669
merino18969 0 merino16669
merino18970 merino16652 merino16883
merino18971 merino16652 merino16883
merino18972 merino16754 merino16975
merino18973 0 merino16975
merino18974 merino16678 merino16947
merino18975 merino16678 merino16947
merino18976 merino16944 merino16823
merino18977 merino16944 merino16823
merino18978 merino16652 merino16807
merino18979 merino16652 merino16807
merino18980 merino16754 merino16867
merino18981 0 merino16867
merino18982 merino16678 merino16909
merino18983 merino16678 merino16909
merino18984 merino16802 merino16871
merino18985 merino16802 merino16871
merino18986 merino16652 merino16719
merino18987 0 merino16719
merino18988 merino16754 0
merino18989 merino16754 merino16703
merino18990 merino16678 merino16751
merino18991 0 0
merino18992 merino16802 merino17005
merino18993 merino16802 merino17005
merino18994 merino16944 merino16929
merino18995 0 merino16929
merino18996 merino16754 merino16935
merino18997 0 merino16935
merino18998 0 merino16817
merino18999 merino16678 merino16817
merino19000 merino16802 merino16705
merino19001 merino16802 merino16705
merino19002 0 merino16665
merino19003 0 merino16665
merino19004 merino16652 merino16735
merino19005 merino16652 merino16735
merino19006 merino16678 merino17013
merino19007 0 merino17013
merino19008 merino16802 merino16967
merino19009 merino16802 merino16967
merino19010 merino16944 merino16839
merino19011 merino16944 merino16839
merino19012 merino16652 merino16679
merino19013 merino16652 merino16679
merino19014 merino16754 merino16685
merino19015 merino16754 merino16685
merino19016 merino16802 merino16989
merino19017 0 merino16989
merino19018 0 merino17035
merino19019 0 merino17035
merino19020 merino16652 merino16699
merino19021 merino16652 merino16699
merino19022 0 merino16797
merino19023 merino16754 merino16797
merino19024 merino16678 merino16923
merino19025 merino16678 merino16923
merino19026 merino16944 merino16727
merino19027 0 merino16727
merino19028 merino16652 merino17001
merino19029 merino16652 merino17001
merino19030 0 merino16949
merino19031 0 merino16949
merino19032 0 merino16971
merino19033 merino16678 merino16971
merino19034 0 merino16749
merino19035 merino16802 merino16749
merino19036 merino18950 merino17721
merino19037 merino18950 merino17721
merino19038 0 merino17559
merino19039 0 merino17559
merino19040 merino18758 merino17687
merino19041 merino18758 merino17687
merino19042 merino18950 merino17211
merino19043 merino18950 merino17211
merino19044 merino18646 merino17197
merino19045 merino18646 merino17197
merino19046 0 merino17461
merino19047 merino18880 merino17461
merino19048 merino18880 merino17105
merino19049 merino18880 merino17105
merino19050 merino18646 merino17353
merino19051 0 merino17353
merino19052 0 merino17453
merino19053 merino18646 merino17453
merino19054 merino18950 merino17041
merino19055 0 merino17041
merino19056 merino18758 merino17073
merino19057 merino18758 merino17073
merino19058 0 merino17051
merino19059 merino18758 merino17051
merino19060 0 merino17063
merino19061 merino18664 merino17063
merino19062 merino18880 merino17065
merino19063 merino18880 merino17065
merino19064 0 merino17039
merino19065 0 merino17039
merino19066 merino18664 merino17751
merino19067 merino18664 merino17751
merino19068 merino18950 merino17783
merino19069 merino18950 merino17783
merino19070 0 merino17213
merino19071 merino18950 merino17213
merino19072 merino18758 merino17115
merino19073 merino18758 merino17115
merino19074 merino18758 merino17683
merino19075 merino18758 merino17683
merino19076 merino18950 merino17089
merino19077 merino18950 0
merino19078 merino18664 merino17225
merino19079 merino18664 merino17225
merino19080 0 merino17621
merino19081 merino18950 merino17621
merino19082 0 merino17789
merino19083 merino18758 merino17789
merino19084 merino18950 merino17157
merino19085 merino18950 merino17157
merino19086 0 merino17663
merino19087 merino18664 merino17663
merino19088 0 merino17585
merino19089 merino18880 merino17585
merino19090 merino18880 merino17629
merino19091 merino18880 merino17629
merino19092 merino18664 merino17519
merino19093 merino18664 merino17519
merino19094 merino18950 merino17205
merino19095 merino18950 merino17205
merino19096 merino18950 merino17119
merino19097 merino18950 merino17119
merino19098 0 merino17401
merino19099 merino18950 merino17401
merino19100 merino18646 merino17619
merino19101 merino18646 merino17619
merino19102 merino18758 merino17185
merino19103 merino18758 merino17185
merino19104 0 merino17215
merino19105 merino18880 merino17215
merino19106 merino18950 merino17231
merino19107 merino18950 merino17231
merino19108 merino18758 merino17527
merino19109 merino18758 merino17527
merino19110 merino18950 merino17165
merino19111 merino18950 merino17165
merino19112 merino18646 merino17111
merino19113 merino18646 merino17111
merino19114 merino18758 merino17091
merino19115 0 merino17091
merino19116 0 merino17813
merino19117 0 0
merino19118 0 merino17531
merino19119 merino18758 merino17531
merino19120 merino18664 merino17467
merino19121 0 merino17467
merino19122 merino18880 merino17307
merino19123 0 merino17307
merino19124 merino18646 merino17717
merino19125 0 merino17717
merino19126 merino18664 merino17403
merino19127 0 merino17403
merino19128 merino18950 0
merino19129 0 merino17171
merino19130 merino18880 merino17301
merino19131 0 merino17301
merino19132 merino18646 merino17315
merino19133 merino18646 merino17315
merino19134 merino18646 merino17803
merino19135 merino18646 merino17803
merino19136 merino18758 merino17697
merino19137 merino18758 merino17697
merino19138 merino18646 merino17059
merino19139 merino18646 merino17059
merino19140 merino18664 merino17635
merino19141 merino18664 merino17635
merino19142 merino18950 merino17805
merino19143 merino18950 0
merino19144 merino18664 merino17553
merino19145 merino18664 merino17553
merino19146 merino18880 merino17733
merino19147 0 merino17733
merino19148 merino18880 merino17415
merino19149 merino18880 0
merino19150 merino18880 merino17701
merino19151 merino18880 merino17701
merino19152 merino18758 merino17311
merino19153 merino18758 merino17311
merino19154 merino18664 merino17443
merino19155 merino18664 merino17443
merino19156 merino18664 merino17313
merino19157 merino18664 merino17313
merino19158 0 merino17755
merino19159 merino18664 merino17755
merino19160 0 merino17409
merino19161 merino18758 merino17409
merino19162 merino18646 merino17589
merino19163 merino18646 merino17589
merino19164 0 merino17191
merino19165 0 merino17191
merino19166 0 merino17455
merino19167 merino18758 merino17455
merino19168 0 merino17517
merino19169 0 merino17517
merino19170 merino18646 0
merino19171 0 merino17681
merino19172 0 merino17489
merino19173 0 merino17489
merino19174 0 merino17625
merino19175 merino18664 merino17625
merino19176 merino18758 merino17699
merino19177 merino18758 merino17699
merino19178 merino18950 0
merino19179 merino18950 merino17085
merino19180 merino18880 merino17153
merino19181 0 0
merino19182 merino18758 merino17579
merino19183 merino18758 merino17579
merino19184 0 0
merino19185 merino18664 merino17637
merino19186 merino18880 merino17361
merino19187 merino18880 0
merino19188 0 merino17385
merino19189 merino18950 merino17385
merino19190 0 merino17285
merino19191 merino18646 merino17285
merino19192 0 merino17469
merino19193 merino18950 merino17469
merino19194 merino18664 merino17639
merino19195 merino18664 merino17639
merino19196 0 merino17705
merino19197 0 merino17705
merino19198 0 merino17505
merino19199 merino18758 merino17505
merino19200 0 merino17047
merino19201 merino18950 merino17047
merino19202 merino18758 merino17605
merino19203 0 merino17605
merino19204 merino18758 merino17541
merino19205 merino18758 merino17541
merino19206 merino18880 merino17075
merino19207 merino18880 merino17075
merino19208 merino18646 merino17433
merino19209 merino18646 merino17433
merino19210 merino18646 merino17673
merino19211 merino18646 merino17673
merino19212 merino18880 merino17447
merino19213 merino18880 merino17447
merino19214 0 merino17045
merino19215 merino18646 merino17045
merino19216 merino18646 merino17529
merino19217 merino18646 merino17529
merino19218 0 merino17611
merino19219 merino18758 merino17611
merino19220 merino18758 merino17061
merino19221 0 merino17061
merino19222 0 merino17281
merino19223 merino18664 merino17281
merino19224 merino18646 merino17817
merino19225 merino18646 merino17817
merino19226 merino18758 merino17465
merino19227 merino18758 merino17465
merino19228 merino18646 merino17645
merino19229 merino18646 merino17645
merino19230 merino18950 merino17099
merino19231 0 merino17099
merino19232 merino18950 merino17109
merino19233 merino18950 merino17109
merino19234 merino18646 merino17189
merino19235 0 merino17189
merino19236 merino18646 merino17253
merino19237 0 merino17253
merino19238 merino18880 merino17445
merino19239 merino18880 merino17445
merino19240 0 merino17351
merino19241 merino18646 merino17351
merino19242 merino18646 merino17665
merino19243 0 merino17665
merino19244 merino18880 merino17283
merino19245 0 merino17283
merino19246 merino18758 merino17633
merino19247 merino18758 merino17633
merino19248 0 merino17807
merino19249 0 merino17807
merino19250 merino18880 merino17251
merino19251 merino18880 merino17251
merino19252 merino18950 merino17723
merino19253 merino18950 merino17723
merino19254 merino18664 merino17501
merino19255 merino18664 merino17501
merino19256 0 merino17381
merino19257 0 merino17381
merino19258 merino18880 merino17757
merino19259 0 merino17757
merino19260 merino18950 merino17369
merino19261 0 merino17369
merino19262 0 merino17575
merino19263 0 merino17575
merino19264 0 merino17193
merino19265 merino18880 merino17193
merino19266 merino18758 merino17053
merino19267 merino18758 merino17053
merino19268 0 merino17615
merino19269 merino18758 merino17615
merino19270 merino18646 merino17169
merino19271 0 merino17169
merino19272 merino18646 merino17545
merino19273 merino18646 merino17545
merino19274 0 merino17735
merino19275 merino18664 merino17735
merino19276 merino17522 merino17183
merino19277 0 merino17183
merino19278 0 merino17237
merino19279 merino17488 merino17237
merino19280 0 merino17747
merino19281 0 merino17747
merino19282 merino17488 merino17413
merino19283 0 merino17413
merino19284 merino17174 merino17675
merino19285 merino17174 0
merino19286 merino17506 merino17613
merino19287 merino17506 merino17613
merino19288 merino17274 merino17439
merino19289 0 merino17439
merino19290 merino17680 merino17463
merino19291 0 merino17463
merino19292 merino17506 merino17407
merino19293 merino17506 merino17407
merino19294 0 merino17383
merino19295 merino17174 merino17383
merino19296 merino17274 merino17287
merino19297 merino17274 merino17287
merino19298 0 merino17715
merino19299 merino17506 merino17715
merino19300 merino17342 merino17067
merino19301 merino17342 merino17067
merino19302 0 merino17549
merino19303 merino17096 merino17549
merino19304 0 merino17583
merino19305 merino17342 merino17583
merino19306 merino17680 merino17493
merino19307 merino17680 merino17493
merino19308 merino17096 merino17459
merino19309 merino17096 merino17459
merino19310 merino17274 merino17345
merino19311 merino17274 merino17345
merino19312 merino17646 merino17103
merino19313 0 merino17103
merino19314 merino17342 merino17485
merino19315 merino17342 merino17485
merino19316 merino17522 merino17449
merino19317 merino17522 merino17449
merino19318 merino17506 merino17571
merino19319 merino17506 merino17571
merino19320 merino17646 merino17375
merino19321 merino17646 merino17375
merino19322 merino17680 merino17081
merino19323 0 merino17081
merino19324 merino17506 merino17577
merino19325 0 merino17577
merino19326 0 merino17179
merino19327 merino17646 merino17179
merino19328 0 merino17149
merino19329 merino17096 merino17149
merino19330 merino17488 merino17821
merino19331 0 merino17821
merino19332 0 merino17471
merino19333 merino17522 merino17471
merino19334 merino17680 merino17573
merino19335 0 merino17573
merino19336 merino17342 merino17473
merino19337 merino17342 merino17473
merino19338 merino17646 merino17209
merino19339 merino17646 merino17209
merino19340 merino17646 merino17151
merino19341 merino17646 merino17151
merino19342 0 merino17239
merino19343 merino17506 merino17239
merino19344 merino17274 merino17483
merino19345 merino17274 merino17483
merino19346 merino17096 merino17779
merino19347 merino17096 merino17779
merino19348 merino17646 merino17319
merino19349 merino17646 merino17319
merino19350 0 merino17299
merino19351 merino17522 merino17299
merino19352 merino17646 merino17247
merino19353 merino17646 merino17247
merino19354 merino17096 merino17597
merino19355 merino17096 merino17597
merino19356 merino17096 merino17265
merino19357 0 merino17265
merino19358 merino17506 merino17775
merino19359 merino17506 merino17775
merino19360 0 merino17071
merino19361 merino17506 merino17071
merino19362 merino17274 merino17421
merino19363 merino17274 0
merino19364 merino17488 merino17083
merino19365 0 merino17083
merino19366 merino17506 merino17341
merino19367 merino17506 merino17341
merino19368 0 merino17623
merino19369 0 merino17623
merino19370 merino17646 merino17785
merino19371 merino17646 merino17785
merino19372 0 merino17167
merino19373 0 merino17167
merino19374 0 merino17079
merino19375 0 merino17079
merino19376 0 merino17765
merino19377 merino17274 merino17765
merino19378 merino17506 merino17795
merino19379 merino17506 0
merino19380 0 merino17427
merino19381 0 merino17427
merino19382 0 merino17499
merino19383 merino17174 merino17499
merino19384 merino17188 merino17217
merino19385 merino17188 merino17217
merino19386 0 merino17219
merino19387 0 merino17219
merino19388 merino17188 merino17591
merino19389 merino17188 merino17591
merino19390 merino17506 merino17417
merino19391 merino17506 merino17417
merino19392 merino17342 merino17203
merino19393 merino17342 0
merino19394 merino17174 merino17143
merino19395 merino17174 merino17143
merino19396 0 merino17581
merino19397 0 merino17581
merino19398 0 merino17495
merino19399 0 merino17495
merino19400 0 merino17431
merino19401 0 merino17431
merino19402 0 merino17293
merino19403 0 merino17293
merino19404 merino17174 merino17379
merino19405 0 merino17379
merino19406 merino17096 merino17711
merino19407 0 merino17711
merino19408 merino17188 0
merino19409 0 merino17713
merino19410 merino17342 merino17537
merino19411 merino17342 merino17537
merino19412 merino17506 merino17743
merino19413 merino17506 0
merino19414 merino17522 merino17811
merino19415 merino17522 merino17811
merino19416 merino17274 merino17363
merino19417 merino17274 merino17363
merino19418 merino17646 merino17477
merino19419 merino17646 merino17477
merino19420 merino17506 merino17037
merino19421 merino17506 merino17037
merino19422 merino17506 merino17127
merino19423 0 0
merino19424 merino17522 merino17295
merino19425 merino17522 merino17295
merino19426 merino17188 merino17347
merino19427 merino17188 merino17347
merino19428 merino17188 merino17543
merino19429 merino17188 merino17543
merino19430 0 merino17475
merino19431 merino17488 merino17475
merino19432 merino17646 merino17145
merino19433 merino17646 merino17145
merino19434 merino17096 merino17441
merino19435 merino17096 0
merino19436 0 merino17721
merino19437 merino17188 merino17721
merino19438 merino17680 merino17559
merino19439 0 merino17559
merino19440 merino17680 merino17687
merino19441 merino17680 merino17687
merino19442 merino17680 merino17211
merino19443 merino17680 0
merino19444 merino17522 merino17197
merino19445 0 merino17197
merino19446 merino17342 merino17461
merino19447 merino17342 0
merino19448 merino17188 merino17105
merino19449 0 merino17105
merino19450 merino17488 merino17353
merino19451 0 merino17353
merino19452 merino17274 merino17453
merino19453 merino17274 merino17453
merino19454 0 merino17041
merino19455 merino17488 merino17041
merino19456 merino17488 merino17073
merino19457 merino17488 merino17073
merino19458 merino17188 merino17051
merino19459 merino17188 merino17051
merino19460 merino17506 merino17063
merino19461 merino17506 merino17063
merino19462 0 merino17065
merino19463 0 merino17065
merino19464 merino17174 merino17039
merino19465 0 merino17039
merino19466 merino17680 merino17751
merino19467 merino17680 merino17751
merino19468 merino17096 merino17783
merino19469 merino17096 merino17783
merino19470 merino17174 merino17213
merino19471 merino17174 merino17213
merino19472 merino17096 merino17115
merino19473 merino17096 merino17115
merino19474 merino17188 merino17683
merino19475 merino17188 merino17683
merino19476 merino17274 merino17089
merino19477 merino17274 merino17089
merino19478 merino17506 merino17225
merino19479 0 merino17225
merino19480 merino17506 merino17621
merino19481 merino17506 merino17621
merino19482 merino17174 merino17789
merino19483 merino17174 merino17789
merino19484 merino17188 merino17157
merino19485 0 merino17157
merino19486 0 merino17663
merino19487 merino17274 merino17663
merino19488 merino17646 merino17585
merino19489 merino17646 merino17585
merino19490 merino17680 merino17629
merino19491 merino17680 merino17629
merino19492 merino17522 merino17519
merino19493 merino17522 merino17519
merino19494 merino17488 merino17205
merino19495 0 merino17205
merino19496 merino17188 merino17119
merino19497 merino17188 merino17119
merino19498 merino17680 merino17401
merino19499 merino17680 merino17401
merino19500 merino17506 merino17619
merino19501 merino17506 merino17619
merino19502 merino17680 merino17185
merino19503 merino17680 merino17185
merino19504 merino17174 merino17215
merino19505 0 merino17215
merino19506 merino17188 merino17231
merino19507 0 merino17231
merino19508 0 merino17527
merino19509 0 merino17527
merino19510 merino17488 merino17165
merino19511 merino17488 merino17165
merino19512 merino17342 merino17111
merino19513 merino17342 merino17111
merino19514 0 0
merino19515 merino17188 merino17091
merino19516 merino17342 merino17813
merino19517 merino17342 merino17813
merino19518 merino17522 merino17531
merino19519 merino17522 merino17531
merino19520 0 merino17467
merino19521 merino17506 merino17467
merino19522 merino17680 merino17307
merino19523 merino17680 merino17307
merino19524 0 merino17717
merino19525 merino17506 merino17717
merino19526 merino17188 merino17403
merino19527 merino17188 merino17403
merino19528 merino17174 merino17171
merino19529 0 merino17171
merino19530 merino17522 merino17301
merino19531 0 merino17301
merino19532 merino17488 merino17315
merino19533 merino17488 merino17315
merino19534 merino17174 merino17803
merino19535 merino17174 merino17803
merino19536 0 merino17697
merino19537 0 merino17697
merino19538 merino17174 merino17059
merino19539 0 merino17059
merino19540 0 merino17635
merino19541 merino17274 merino17635
merino19542 0 0
merino19543 merino17506 merino17805
merino19544 0 merino17553
merino19545 merino17188 merino17553
merino19546 merino17188 merino17733
merino19547 merino17188 merino17733
merino19548 merino17342 merino17415
merino19549 merino17342 merino17415
merino19550 0 merino17701
merino19551 merino17522 merino17701
merino19552 0 merino17311
merino19553 merino17522 merino17311
merino19554 merino17522 merino17443
merino19555 0 merino17443
merino19556 merino17522 merino17313
merino19557 0 0
merino19558 merino17680 merino17755
merino19559 0 merino17755
merino19560 merino17274 merino17409
merino19561 merino17274 merino17409
merino19562 0 merino17589
merino19563 merino17188 merino17589
merino19564 0 merino17191
merino19565 0 merino17191
merino19566 0 merino17455
merino19567 merino17274 merino17455
merino19568 merino17522 merino17517
merino19569 merino17522 merino17517
merino19570 merino17488 merino17681
merino19571 merino17488 merino17681
merino19572 0 merino17489
merino19573 merino17646 merino17489
merino19574 merino17096 merino17625
merino19575 merino17096 merino17625
merino19576 merino17680 merino17699
merino19577 merino17680 merino17699
merino19578 0 merino17085
merino19579 merino17506 merino17085
merino19580 merino17522 merino17153
merino19581 merino17522 merino17153
merino19582 merino17646 0
merino19583 merino17646 merino17579
merino19584 merino17096 merino17637
merino19585 merino17096 merino17637
merino19586 merino17342 merino17361
merino19587 merino17342 merino17361
merino19588 0 merino17385
merino19589 merino17096 merino17385
merino19590 merino17188 merino17285
merino19591 merino17188 merino17285
merino19592 merino17506 merino17469
merino19593 merino17506 merino17469
merino19594 merino17522 merino17639
merino19595 merino17522 merino17639
merino19596 merino17646 merino17705
merino19597 0 merino17705
merino19598 merino17174 merino17505
merino19599 merino17174 merino17505
merino19600 merino17646 merino17047
merino19601 merino17646 merino17047
merino19602 0 merino17605
merino19603 merino17680 merino17605
merino19604 merino17174 merino17541
merino19605 merino17174 merino17541
merino19606 0 merino17075
merino19607 merino17342 merino17075
merino19608 merino17488 merino17433
merino19609 0 merino17433
merino19610 merino17488 merino17673
merino19611 merino17488 merino17673
merino19612 merino17646 merino17447
merino19613 merino17646 merino17447
merino19614 merino17274 0
merino19615 0 merino17045
merino19616 0 merino17529
merino19617 0 merino17529
merino19618 merino17522 merino17611
merino19619 0 merino17611
merino19620 merino17342 merino17061
merino19621 0 merino17061
merino19622 merino17488 merino17281
merino19623 merino17488 merino17281
merino19624 merino17096 merino17817
merino19625 0 merino17817
merino19626 merino17188 merino17465
merino19627 merino17188 merino17465
merino19628 merino17680 merino17645
merino19629 merino17680 merino17645
merino19630 0 merino17099
merino19631 merino17488 merino17099
merino19632 0 merino17109
merino19633 merino17096 merino17109
merino19634 merino17174 merino17189
merino19635 merino17174 merino17189
merino19636 0 merino17253
merino19637 merino17096 merino17253
merino19638 0 merino17445
merino19639 merino17274 merino17445
merino19640 0 merino17351
merino19641 merino17522 merino17351
merino19642 merino17506 merino17665
merino19643 merino17506 merino17665
merino19644 0 merino17283
merino19645 merino17646 merino17283
merino19646 merino17096 merino17633
merino19647 0 merino17633
merino19648 0 merino17807
merino19649 merino17488 merino17807
merino19650 merino17506 merino17251
merino19651 0 merino17251
merino19652 merino17522 merino17723
merino19653 0 merino17723
merino19654 merino17342 merino17501
merino19655 merino17342 merino17501
merino19656 merino17188 merino17381
merino19657 merino17188 merino17381
merino19658 merino17506 merino17757
merino19659 merino17506 merino17757
merino19660 merino17274 merino17369
merino19661 0 merino17369
merino19662 merino17274 merino17575
merino19663 merino17274 merino17575
merino19664 merino17188 merino17193
merino19665 0 merino17193
merino19666 0 merino17053
merino19667 merino17188 merino17053
merino19668 merino17680 merino17615
merino19669 0 0
merino19670 merino17506 merino17169
merino19671 merino17506 merino17169
merino19672 merino17174 merino17545
merino19673 merino17174 0
merino19674 merino17646 merino17735
merino19675 0 merino17735
merino19676 merino17188 merino17183
merino19677 merino17188 merino17183
merino19678 merino17174 merino17237
merino19679 merino17174 merino17237
merino19680 merino17522 merino17747
