IId sex Anho Population d_fibra p_vellongras peso_vivo
merino21722 M 2023 Azangaro 17.3 0.96 43.8
merino21723 F 2023 Azangaro 17.3 1.56 44.4
merino21724 M 2023 Azangaro 0 1.66 45.7
merino21725 F 2023 Azangaro 16.5 1.26 44.4
merino21726 M 2023 Azangaro 16.1 5.36 0
merino21727 F 2023 Azangaro 17.3 0 45.8
merino21728 M 2023 Azangaro 16.3 0 43.8
merino21729 F 2023 Azangaro 14.9 0.46 43.6
merino21730 M 2023 Azangaro 17.1 1.56 45.8
merino21731 F 2023 Azangaro 18 0 45.1
merino21732 M 2023 Azangaro 17.3 0.26 44.5
merino21733 F 2023 Azangaro 17.9 0 46.4
merino21734 M 2023 Azangaro 18.3 0 0
merino21735 F 2023 Azangaro 17.6 0 43.6
merino21736 M 2023 Azangaro 18.7 0 45.4
merino21737 F 2023 Azangaro 16.7 0 44.3
merino21738 M 2023 Azangaro 17.3 0 47.4
merino21739 F 2023 Azangaro 17.1 0 42.5
merino21740 M 2023 Azangaro 0 2.76 45.4
merino21741 F 2023 Azangaro 16.1 1.96 45.4
merino21742 M 2023 Azangaro 0 0 44.6
merino21743 F 2023 Azangaro 18.4 0.76 45.7
merino21744 M 2023 Azangaro 17.1 1.86 44.6
merino21745 F 2023 Azangaro 0 0 44.2
merino21746 M 2023 Azangaro 17 0.66 44.7
merino21747 F 2023 Azangaro 15.7 4.16 44.8
merino21748 M 2023 Azangaro 16.9 3.96 46.3
merino21749 F 2023 Azangaro 16.1 2.16 45.1
merino21750 M 2023 Azangaro 16.6 0 44.5
merino21751 F 2023 Azangaro 16.1 2.16 0
merino21752 M 2023 Azangaro 0 2.26 45.7
merino21753 F 2023 Azangaro 17.5 0.96 45
merino21754 M 2023 Azangaro 17.3 2.06 44.8
merino21755 F 2023 Azangaro 17 1.16 44.5
merino21756 M 2023 Azangaro 17.4 0 0
merino21757 F 2023 Azangaro 16.2 1.76 43
merino21758 M 2023 Azangaro 17.1 0 45
merino21759 F 2023 Azangaro 15.2 4.06 0
merino21760 M 2023 Azangaro 17 1.76 44.5
merino21761 F 2023 Azangaro 17.1 1.96 44.4
merino21762 M 2023 Azangaro 15.8 0 43.8
merino21763 F 2023 Azangaro 17.5 0 42
merino21764 M 2023 Azangaro 14.2 1.06 45.6
merino21765 F 2023 Azangaro 17.5 0 45.2
merino21766 M 2023 Azangaro 17.4 1.86 45.7
merino21767 F 2023 Azangaro 17.3 0 45.6
merino21768 M 2023 Azangaro 17.2 0.96 0
merino21769 F 2023 Azangaro 16.5 0 44.1
merino21770 M 2023 Azangaro 16.2 1.76 44.5
merino21771 F 2023 Azangaro 0 0 0
merino21772 M 2023 Azangaro 17.8 3.46 45.8
merino21773 F 2023 Azangaro 16.6 0.76 0
merino21774 M 2023 Azangaro 0 0.66 44.5
merino21775 F 2023 Azangaro 17 0.56 42.7
merino21776 M 2023 Azangaro 17.4 0 0
merino21777 F 2023 Azangaro 17.7 1.36 44.7
merino21778 M 2023 Azangaro 16.2 0.56 44.3
merino21779 F 2023 Azangaro 17 3.96 45.5
merino21780 M 2023 Azangaro 17.5 0.56 43.5
merino21781 F 2023 Azangaro 17.8 2.36 44.8
merino21782 M 2023 Azangaro 0 1.56 45.4
merino21783 F 2023 Azangaro 17.5 2.46 45.8
merino21784 M 2023 Azangaro 16.8 1.86 46.4
merino21785 F 2023 Azangaro 16.4 1.36 46.5
merino21786 M 2023 Azangaro 16.8 1.16 0
merino21787 F 2023 Azangaro 17.2 0 44.9
merino21788 M 2023 Azangaro 16.6 0.76 0
merino21789 F 2023 Azangaro 17.7 0 42.8
merino21790 M 2023 Azangaro 16.5 0.86 0
merino21791 F 2023 Azangaro 16.1 2.66 46.1
merino21792 M 2023 Azangaro 16.5 1.76 41.8
merino21793 F 2023 Azangaro 17.3 0 43.3
merino21794 M 2023 Azangaro 16.9 0 0
merino21795 F 2023 Azangaro 17 1.86 44.1
merino21796 M 2023 Azangaro 18 0.76 46.8
merino21797 F 2023 Azangaro 16.8 1.76 0
merino21798 M 2023 Azangaro 18.4 0 45.7
merino21799 F 2023 Azangaro 17.2 2.36 44.2
merino21800 M 2023 Azangaro 16.7 2.56 45.2
merino21801 F 2023 Azangaro 14.3 1.26 43.3
merino21802 M 2023 Azangaro 0 0 45.7
merino21803 F 2023 Azangaro 17.3 0 44.6
merino21804 M 2023 Azangaro 16 0.66 42.6
merino21805 F 2023 Azangaro 17 2.66 44.1
merino21806 M 2023 Azangaro 16.9 0 43.1
merino21807 F 2023 Azangaro 17 1.06 0
merino21808 M 2023 Azangaro 16.1 1.86 46.2
merino21809 F 2023 Azangaro 18.1 0.46 43.7
merino21810 M 2023 Azangaro 17.9 0.16 44.8
merino21811 F 2023 Azangaro 16.4 1.76 44.8
merino21812 M 2023 Azangaro 17.2 0.46 45.3
merino21813 F 2023 Azangaro 17.6 0 44.2
merino21814 M 2023 Azangaro 16.7 0 45.3
merino21815 F 2023 Azangaro 0 4.66 43.7
merino21816 M 2023 Azangaro 18.6 0.86 0
merino21817 F 2023 Azangaro 0 0 46
merino21818 M 2023 Azangaro 18.3 0 44.8
merino21819 F 2023 Azangaro 16.5 0 43.9
merino21820 M 2023 Azangaro 16.2 1.46 45.3
merino21821 F 2023 Azangaro 18 3.16 45.8
merino21822 M 2023 Azangaro 17.4 0 44.6
merino21823 F 2023 Azangaro 14.8 0.86 44
merino21824 M 2023 Azangaro 17.2 0 0
merino21825 F 2023 Azangaro 16.2 1.56 44.1
merino21826 M 2023 Azangaro 16.7 1.26 45.4
merino21827 F 2023 Azangaro 16.8 0 43.7
merino21828 M 2023 Azangaro 16.5 1.76 44.2
merino21829 F 2023 Azangaro 17 0.26 47.2
merino21830 M 2023 Azangaro 17.8 0.06 47.7
merino21831 F 2023 Azangaro 17.6 1.56 43.7
merino21832 M 2023 Azangaro 17.4 1.86 46.3
merino21833 F 2023 Azangaro 15.7 0.76 45.9
merino21834 M 2023 Azangaro 16.3 2.56 46.3
merino21835 F 2023 Azangaro 16.5 2.66 46.1
merino21836 M 2023 Ayaviri 17.5 2.86 43.9
merino21837 F 2023 Ayaviri 17.3 1.66 0
merino21838 M 2023 Ayaviri 16.7 0.86 43.6
merino21839 F 2023 Ayaviri 15.7 1.06 45.4
merino21840 M 2023 Ayaviri 17.9 2.46 0
merino21841 F 2023 Ayaviri 18.8 1.66 43.5
merino21842 M 2023 Ayaviri 0 0 46.2
merino21843 F 2023 Ayaviri 16 2.16 46.9
merino21844 M 2023 Ayaviri 18.7 5.46 0
merino21845 F 2023 Ayaviri 17.6 3.36 45.7
merino21846 M 2023 Ayaviri 17.7 0 0
merino21847 F 2023 Ayaviri 17.3 1.96 46.2
merino21848 M 2023 Ayaviri 17.6 3.66 0
merino21849 F 2023 Ayaviri 16.5 1.16 44.7
merino21850 M 2023 Ayaviri 17.8 0 45.1
merino21851 F 2023 Ayaviri 16.3 0 44.9
merino21852 M 2023 Ayaviri 17.9 2.26 0
merino21853 F 2023 Ayaviri 17 1.76 43.9
merino21854 M 2023 Ayaviri 17.9 2.86 43
merino21855 F 2023 Ayaviri 17.1 0 44.3
merino21856 M 2023 Ayaviri 16.9 0.76 44.4
merino21857 F 2023 Ayaviri 16.3 1.66 44.6
merino21858 M 2023 Ayaviri 0 1.26 46.7
merino21859 F 2023 Ayaviri 17.7 0 48.1
merino21860 M 2023 Ayaviri 19 2.96 45.9
merino21861 F 2023 Ayaviri 16.8 2.46 45.5
merino21862 M 2023 Ayaviri 18 0 0
merino21863 F 2023 Ayaviri 16.9 0 46.2
merino21864 M 2023 Ayaviri 17.1 0 45.1
merino21865 F 2023 Ayaviri 0 0.96 46.3
merino21866 M 2023 Ayaviri 16.4 0 45.4
merino21867 F 2023 Ayaviri 19.3 1.36 43.5
merino21868 M 2023 Ayaviri 0 0 44.9
merino21869 F 2023 Ayaviri 16.5 1.26 0
merino21870 M 2023 Ayaviri 17.2 2.86 45.7
merino21871 F 2023 Ayaviri 0 0.76 44.9
merino21872 M 2023 Ayaviri 16.2 0.86 0
merino21873 F 2023 Ayaviri 17.5 0 46.2
merino21874 M 2023 Ayaviri 17.3 2.96 47.5
merino21875 F 2023 Ayaviri 16.1 1.86 45.1
merino21876 M 2023 Ayaviri 17.9 0 44.9
merino21877 F 2023 Ayaviri 18.1 0.06 0
merino21878 M 2023 Ayaviri 18.9 0 44.8
merino21879 F 2023 Ayaviri 18.5 0 43.8
merino21880 M 2023 Ayaviri 18 1.46 45.2
merino21881 F 2023 Ayaviri 0 0.86 44.3
merino21882 M 2023 Ayaviri 18 0 0
merino21883 F 2023 Ayaviri 17 1.46 45
merino21884 M 2023 Ayaviri 0 0 44.2
merino21885 F 2023 Ayaviri 19.2 0.96 43.9
merino21886 M 2023 Ayaviri 17.6 0.06 42.9
merino21887 F 2023 Ayaviri 18.1 0.06 43.2
merino21888 M 2023 Ayaviri 0 4.26 0
merino21889 F 2023 Ayaviri 16.8 0.66 0
merino21890 M 2023 Ayaviri 15.5 3.46 46.8
merino21891 F 2023 Ayaviri 17.3 2.26 0
merino21892 M 2023 Ayaviri 16.6 0.06 44.2
merino21893 F 2023 Ayaviri 16.9 0 46.1
merino21894 M 2023 Ayaviri 16.4 0 46.2
merino21895 F 2023 Ayaviri 15 1.16 0
merino21896 M 2023 Ayaviri 18.5 3.26 42.7
merino21897 F 2023 Ayaviri 16.3 2.66 45.9
merino21898 M 2023 Ayaviri 16.7 0 44.3
merino21899 F 2023 Ayaviri 17.8 1.76 44.9
merino21900 M 2023 Ayaviri 16.3 5.96 44.7
merino21901 F 2023 Ayaviri 17.5 0 45.8
merino21902 M 2023 Ayaviri 17.1 1.66 44.5
merino21903 F 2023 Ayaviri 16.8 3.16 46.7
merino21904 M 2023 Ayaviri 18.5 0 46.5
merino21905 F 2023 Ayaviri 18.7 2.16 44.2
merino21906 M 2023 Ayaviri 16.4 0 45.6
merino21907 F 2023 Ayaviri 16.6 0 45.4
merino21908 M 2023 Ayaviri 16.3 4.16 45.5
merino21909 F 2023 Ayaviri 18.1 0 47.4
merino21910 M 2023 Ayaviri 16.5 0.36 46.3
merino21911 F 2023 Ayaviri 18 0 0
merino21912 M 2023 Ayaviri 18 0 44.1
merino21913 F 2023 Ayaviri 17 4.16 46.2
merino21914 M 2023 Ayaviri 14.5 3.06 46.3
merino21915 F 2023 Ayaviri 16.4 1.06 45.2
merino21916 M 2023 Ayaviri 16.6 1.96 44.8
merino21917 F 2023 Ayaviri 17.2 1.76 44.2
merino21918 M 2023 Ayaviri 0 0 45
merino21919 F 2023 Ayaviri 17.1 2.96 45.8
merino21920 M 2023 Ayaviri 17.6 4.16 44.2
merino21921 F 2023 Ayaviri 0 2.36 0
merino21922 M 2023 Ayaviri 16.4 2.36 45.8
merino21923 F 2023 Ayaviri 16.7 2.16 45.3
merino21924 M 2023 Ayaviri 16.7 0.06 45.9
merino21925 F 2023 Ayaviri 18.2 1.46 0
merino21926 M 2023 Ayaviri 18 0 45
merino21927 F 2023 Ayaviri 15.3 0 47.2
merino21928 M 2023 Ayaviri 17.4 0 46.7
merino21929 F 2023 Ayaviri 19.3 0 44.5
merino21930 M 2023 Ayaviri 15.7 0 0
merino21931 F 2023 Ayaviri 17.1 4.46 0
merino21932 M 2023 Ayaviri 18.1 2.26 0
merino21933 F 2023 Ayaviri 0 4.46 0
merino21934 M 2023 Ayaviri 19.6 0 46.3
merino21935 F 2023 Ayaviri 17.5 2.46 46.1
merino21936 M 2023 Ayaviri 16.7 0 0
merino21937 F 2023 Ayaviri 18.3 0.76 45.8
merino21938 M 2023 Ayaviri 16.6 2.96 46.8
merino21939 F 2023 Ayaviri 16.2 0 0
merino21940 M 2023 Ayaviri 17.2 0 45.2
merino21941 F 2023 Ayaviri 0 0 0
merino21942 M 2023 Ayaviri 16.4 0.96 45.3
merino21943 F 2023 Ayaviri 0 0 0
merino21944 M 2023 Ayaviri 16.9 0 47.2
merino21945 F 2023 Ayaviri 18.2 1.66 47.1
merino21946 M 2023 Ayaviri 18.2 0 45.3
merino21947 F 2023 Ayaviri 0 3.16 46.3
merino21948 M 2023 Ayaviri 16.3 2.26 0
merino21949 F 2023 Ayaviri 16.7 0.06 46.2
merino21950 M 2023 Ayaviri 15.3 2.36 44.8
merino21951 F 2023 Ayaviri 17.9 2.66 44.7
merino21952 M 2023 Ayaviri 17 0 44.8
merino21953 F 2023 Ayaviri 16.8 1.36 0
merino21954 M 2023 Ayaviri 17.5 2.86 45.6
merino21955 F 2023 Ayaviri 18 2.86 45.3
merino21956 M 2023 Ayaviri 18.5 0 45.5
merino21957 F 2023 Ayaviri 16.5 3.86 46.8
merino21958 M 2023 Ayaviri 18 3.56 0
merino21959 F 2023 Ayaviri 18.6 2.46 0
merino21960 M 2023 Ayaviri 16.1 4.06 0
merino21961 F 2023 Ayaviri 19.9 2.46 44
merino21962 M 2023 Ayaviri 18.8 0 46
merino21963 F 2023 Ayaviri 18.5 3.96 0
merino21964 M 2023 Ayaviri 18.9 0 0
merino21965 F 2023 Ayaviri 19.4 0 0
merino21966 M 2023 Ayaviri 16.7 0 45.8
merino21967 F 2023 Ayaviri 18 5.56 47
merino21968 M 2023 Ayaviri 0 0.96 0
merino21969 F 2023 Ayaviri 19.2 1.56 44.8
merino21970 M 2023 Ayaviri 18.7 3.56 46.7
merino21971 F 2023 Ayaviri 19.1 3.66 44.9
merino21972 M 2023 Ayaviri 18.3 0 44.3
merino21973 F 2023 Ayaviri 19 0 46.3
merino21974 M 2023 Ayaviri 20.3 0 42.9
merino21975 F 2023 Ayaviri 18.4 2.06 44.7
merino21976 M 2023 Ayaviri 19.8 0.56 43.8
merino21977 F 2023 Ayaviri 19.7 4.26 47.1
merino21978 M 2023 Ayaviri 0 2.36 45.5
merino21979 F 2023 Ayaviri 20.3 0 44.4
merino21980 M 2023 Ayaviri 18.2 0 43.8
merino21981 F 2023 Ayaviri 19.2 0.46 45.1
merino21982 M 2023 Ayaviri 19.7 3.76 44.9
merino21983 F 2023 Ayaviri 19 0 42.8
merino21984 M 2023 Ayaviri 18.7 2.46 0
merino21985 F 2023 Ayaviri 19.1 0.36 44.8
merino21986 M 2023 Ayaviri 17.8 0.56 47.7
merino21987 F 2023 Ayaviri 18.1 4.76 0
merino21988 M 2023 Ayaviri 18.3 2.16 0
merino21989 F 2023 Ayaviri 18 3.16 0
merino21990 M 2023 Ayaviri 16.3 0.06 0
merino21991 F 2023 Ayaviri 18.2 0.96 45
merino21992 M 2023 Ayaviri 21.3 0.36 42.9
merino21993 F 2023 Ayaviri 18.2 2.26 42.2
merino21994 M 2023 Ayaviri 19.7 6.36 0
merino21995 F 2023 Ayaviri 18.8 4.86 0
merino21996 M 2023 Ayaviri 0 2.06 45
merino21997 F 2023 Ayaviri 16.5 3.16 46.6
merino21998 M 2023 Ayaviri 17.2 4.56 45.3
merino21999 F 2023 Ayaviri 18.6 0.96 45.1
merino22000 M 2023 Ayaviri 15.4 2.96 43.4
merino22001 F 2023 Ayaviri 18.5 0.36 45
merino22002 M 2023 Ayaviri 16.2 0 0
merino22003 F 2023 Ayaviri 16.8 0.46 44.6
merino22004 M 2023 Ayaviri 0 1.66 44.3
merino22005 F 2023 Ayaviri 19.4 0.16 44
merino22006 M 2023 Ayaviri 18.6 0 45.4
merino22007 F 2023 Ayaviri 0 0 45.6
merino22008 M 2023 Ayaviri 19.1 1.96 43.9
merino22009 F 2023 Ayaviri 20 0.86 0
merino22010 M 2023 Ayaviri 0 2.26 44.3
merino22011 F 2023 Ayaviri 18.2 5.86 44.7
merino22012 M 2023 Ayaviri 18.8 0 45.7
merino22013 F 2023 Ayaviri 17.8 0.66 0
merino22014 M 2023 Ayaviri 17.2 1.56 0
merino22015 F 2023 Ayaviri 17.6 3.56 0
merino22016 M 2023 Ayaviri 19.6 2.86 0
merino22017 F 2023 Ayaviri 0 0 40.3
merino22018 M 2023 Ayaviri 18.4 2.36 44.8
merino22019 F 2023 Ayaviri 18.9 3.76 44.1
merino22020 M 2023 Ayaviri 17.9 2.16 44
merino22021 F 2023 Ayaviri 18.2 1.76 0
merino22022 M 2023 Ayaviri 18.7 1.86 43.9
merino22023 F 2023 Ayaviri 19.2 0 0
merino22024 M 2023 Ayaviri 19.5 1.26 0
merino22025 F 2023 Ayaviri 18.7 1.36 45
merino22026 M 2023 Ayaviri 19.9 2.56 0
merino22027 F 2023 Ayaviri 0 2.16 46.8
merino22028 M 2023 Ayaviri 17.5 2.76 45
merino22029 F 2023 Ayaviri 16.3 6.16 47.6
merino22030 M 2023 Ayaviri 0 2.36 44.9
merino22031 F 2023 Ayaviri 18.7 3.16 47.1
merino22032 M 2023 Ayaviri 18.5 0.06 45.9
merino22033 F 2023 Ayaviri 18.2 2.46 0
merino22034 M 2023 Ayaviri 19.3 2.06 43.9
merino22035 F 2023 Ayaviri 17.8 2.66 43.5
merino22036 M 2023 Ayaviri 18.1 3.06 45.7
merino22037 F 2023 Ayaviri 17.9 3.26 0
merino22038 M 2023 Ayaviri 16.8 3.26 45
merino22039 F 2023 Ayaviri 18.4 3.16 45.6
merino22040 M 2023 Ayaviri 19.6 6.96 45.3
merino22041 F 2023 Ayaviri 18.9 3.36 46.8
merino22042 M 2023 Ayaviri 19.2 0 44.7
merino22043 F 2023 Ayaviri 18.1 2.06 0
merino22044 M 2023 Ayaviri 17.5 1.66 0
merino22045 F 2023 Ayaviri 18.1 0.16 0
merino22046 M 2023 Ayaviri 17.9 5.36 45.5
merino22047 F 2023 Ayaviri 0 5.36 45.4
merino22048 M 2023 Ayaviri 18.1 5.76 47
merino22049 F 2023 Ayaviri 16.9 1.36 47.2
merino22050 M 2023 Ayaviri 0 3.56 44.4
merino22051 F 2023 Ayaviri 19.6 1.86 44.3
merino22052 M 2023 Ayaviri 18.1 2.06 45.6
merino22053 F 2023 Ayaviri 15.8 5.86 0
merino22054 M 2023 Ayaviri 20.3 2.56 44
merino22055 F 2023 Ayaviri 18.9 1.86 46.5
merino22056 M 2023 Ayaviri 17.6 1.46 43.5
merino22057 F 2023 Ayaviri 18.7 3.26 0
merino22058 M 2023 Ayaviri 18.8 3.36 0
merino22059 F 2023 Ayaviri 20.1 4.66 46.7
merino22060 M 2023 Ayaviri 18.5 2.06 44.3
merino22061 F 2023 Ayaviri 18.5 2.36 44.4
merino22062 M 2023 Ayaviri 18.5 2.36 45.2
merino22063 F 2023 Ayaviri 17.8 0 45.7
merino22064 M 2023 Ayaviri 18.2 1.46 0
merino22065 F 2023 Ayaviri 18.4 3.76 45.1
merino22066 M 2023 Ayaviri 16.9 1.66 0
merino22067 F 2023 Ayaviri 19.5 1.06 44.5
merino22068 M 2023 Ayaviri 18.1 3.36 42.5
merino22069 F 2023 Ayaviri 18.7 0 0
merino22070 M 2023 Ayaviri 18.8 0.66 45.5
merino22071 F 2023 Ayaviri 19.4 0 0
merino22072 M 2023 Ayaviri 18.5 1.46 45.4
merino22073 F 2023 Ayaviri 17.1 0.26 44.9
merino22074 M 2023 Ayaviri 18.3 2.06 45.3
merino22075 F 2023 Ayaviri 15.7 2.86 43.7
merino22076 M 2023 Ayaviri 17.7 0 45.3
merino22077 F 2023 Ayaviri 18.7 1.26 0
merino22078 M 2023 Ayaviri 0 0 43.2
merino22079 F 2023 Ayaviri 0 2.76 45.4
merino22080 M 2023 Ayaviri 0 2.06 45
merino22081 F 2023 Ayaviri 18 3.26 44.2
merino22082 M 2023 Ayaviri 17.9 0.46 42.6
merino22083 F 2023 Ayaviri 16.9 4.16 44.8
merino22084 M 2023 Ayaviri 0 2.66 0
merino22085 F 2023 Ayaviri 19.9 1.06 45.2
merino22086 M 2023 Ayaviri 18.1 1.66 45.2
merino22087 F 2023 Ayaviri 17 1.76 44.6
merino22088 M 2023 Ayaviri 18.1 0.86 43.9
merino22089 F 2023 Ayaviri 0 3.66 46.1
merino22090 M 2023 Ayaviri 19.4 1.46 47.7
merino22091 F 2023 Ayaviri 17.5 1.86 46.6
merino22092 M 2023 Ayaviri 0 2.76 44.9
merino22093 F 2023 Ayaviri 19.2 1.16 42
merino22094 M 2023 Ayaviri 18.6 3.16 45.9
merino22095 F 2023 Ayaviri 18.2 1.66 44.5
merino22096 M 2023 Ayaviri 18.3 0.16 44.2
merino22097 F 2023 Ayaviri 19.3 2.76 46.8
merino22098 M 2023 Ayaviri 17.4 0 42.8
merino22099 F 2023 Ayaviri 18.2 0 42.9
merino22100 M 2023 Ayaviri 18.6 3.96 46.1
merino22101 F 2023 Ayaviri 18.2 0 45.4
merino22102 M 2023 Ayaviri 19 5.46 0
merino22103 F 2023 Ayaviri 18.8 4.26 0
merino22104 M 2023 Ayaviri 18 0 45.5
merino22105 F 2023 Ayaviri 16.5 2.56 46.5
merino22106 M 2023 Ayaviri 19.1 0 0
merino22107 F 2023 Ayaviri 17.9 2.86 46.7
merino22108 M 2023 Ayaviri 17.8 0.86 45.4
merino22109 F 2023 Ayaviri 18.5 0 43.6
merino22110 M 2023 Ayaviri 18.6 0 44.9
merino22111 F 2023 Ayaviri 19 0.26 0
merino22112 M 2023 Ayaviri 0 3.36 0
merino22113 F 2023 Ayaviri 18.8 1.26 44.4
merino22114 M 2023 Ayaviri 17.1 0 44.6
merino22115 F 2023 Ayaviri 17.3 3.66 44.2
merino22116 M 2023 Ayaviri 18.4 2.26 44.2
merino22117 F 2023 Ayaviri 17.8 2.46 0
merino22118 M 2023 Ayaviri 17.8 2.66 47.6
merino22119 F 2023 Ayaviri 17.9 0 45.3
merino22120 M 2023 Ayaviri 18.6 0.66 43.3
merino22121 F 2023 Ayaviri 17.8 0 44.4
merino22122 M 2023 Ayaviri 0 1.96 45
merino22123 F 2023 Ayaviri 16.9 0 47.5
merino22124 M 2023 Ayaviri 17.5 0 0
merino22125 F 2023 Ayaviri 17.7 3.16 0
merino22126 M 2023 Ayaviri 19.8 0 45.2
merino22127 F 2023 Ayaviri 17.8 4.86 46.1
merino22128 M 2023 Ayaviri 19.1 2.66 47.6
merino22129 F 2023 Ayaviri 20.2 0 43.8
merino22130 M 2023 Ayaviri 17.9 0.56 44.7
merino22131 F 2023 Ayaviri 17.4 4.46 43.9
merino22132 M 2023 Ayaviri 19.1 2.16 45.4
merino22133 F 2023 Ayaviri 20.3 1.26 44.4
merino22134 M 2023 Ayaviri 19.4 4.96 0
merino22135 F 2023 Ayaviri 19.8 0 44.4
merino22136 M 2023 Ayaviri 19.3 3.66 45.7
merino22137 F 2023 Ayaviri 19.5 3.26 45.5
merino22138 M 2023 Ayaviri 18.3 0.76 45.4
merino22139 F 2023 Ayaviri 18.5 1.26 41.6
merino22140 M 2023 Ayaviri 17.9 0 46.2
merino22141 F 2023 Ayaviri 19.5 2.16 44.7
merino22142 M 2023 Ayaviri 19.5 1.86 0
merino22143 F 2023 Ayaviri 16.8 3.86 45.5
merino22144 M 2023 Ayaviri 0 4.06 45.6
merino22145 F 2023 Ayaviri 18.4 1.96 42.9
merino22146 M 2023 Ayaviri 17.5 0 43.9
merino22147 F 2023 Ayaviri 19 0.46 45.4
merino22148 M 2023 Ayaviri 17.9 0.86 44.6
merino22149 F 2023 Ayaviri 19.4 4.36 45
merino22150 M 2023 Ayaviri 18 2.06 44.8
merino22151 F 2023 Ayaviri 17.4 0 44
merino22152 M 2023 Ayaviri 20.5 3.96 44.7
merino22153 F 2023 Ayaviri 18.4 1.96 0
merino22154 M 2023 Ayaviri 19.7 1.86 44.6
merino22155 F 2023 Ayaviri 17.5 0 46.5
merino22156 M 2023 Ayaviri 16.8 0 46
merino22157 F 2023 Ayaviri 0 2.26 46.8
merino22158 M 2023 Ayaviri 18.9 3.86 44.6
merino22159 F 2023 Ayaviri 17.5 0 45.2
merino22160 M 2023 Ayaviri 19.5 1.66 0
merino22161 F 2023 Ayaviri 18.8 0.56 45.6
merino22162 M 2023 Ayaviri 17.8 0 44.9
merino22163 F 2023 Ayaviri 18.5 0.26 48.2
merino22164 M 2023 Ayaviri 17.8 2.46 45
merino22165 F 2023 Ayaviri 17.8 2.96 46
merino22166 M 2023 Ayaviri 18.1 3.06 45.7
merino22167 F 2023 Ayaviri 17.8 0.86 0
merino22168 M 2023 Ayaviri 16.7 1.86 44.1
merino22169 F 2023 Ayaviri 17.5 1.96 44.7
merino22170 M 2023 Ayaviri 17.1 0 45.8
merino22171 F 2023 Ayaviri 17.2 0 43.1
merino22172 M 2023 Ayaviri 18.9 2.06 44.5
merino22173 F 2023 Ayaviri 18.7 3.36 45.9
merino22174 M 2023 Ayaviri 17 0 44
merino22175 F 2023 Ayaviri 15.8 3.26 45.2
merino22176 M 2023 Ayaviri 15.5 5.56 45.3
merino22177 F 2023 Ayaviri 16.9 0 0
merino22178 M 2023 Ayaviri 17.7 0 44.2
merino22179 F 2023 Ayaviri 18 3.96 45.8
merino22180 M 2023 Ayaviri 16.8 0.76 43.5
merino22181 F 2023 Ayaviri 18.3 0 0
merino22182 M 2023 Ayaviri 17.8 1.96 46.1
merino22183 F 2023 Ayaviri 0 2.26 0
merino22184 M 2023 Ayaviri 16.7 0 45.9
merino22185 F 2023 Ayaviri 19.9 0.66 0
merino22186 M 2023 Ayaviri 16.3 2.96 0
merino22187 F 2023 Ayaviri 0 1.76 45.2
merino22188 M 2023 Ayaviri 19 4.86 44.4
merino22189 F 2023 Ayaviri 17.7 2.16 45.6
merino22190 M 2023 Ayaviri 16.2 0 0
merino22191 F 2023 Ayaviri 18.3 0 43.4
merino22192 M 2023 Ayaviri 16.2 0 44.9
merino22193 F 2023 Ayaviri 19.1 0 47
merino22194 M 2023 Ayaviri 18.3 2.66 45.7
merino22195 F 2023 Ayaviri 17.2 0 46.5
merino22196 M 2023 Ayaviri 16.3 0.66 44.4
merino22197 F 2023 Ayaviri 17.1 0 43.7
merino22198 M 2023 Ayaviri 18.9 4.86 46
merino22199 F 2023 Ayaviri 19.1 2.96 0
merino22200 M 2023 Ayaviri 18.5 0 44.5
merino22201 F 2023 Ayaviri 19.1 1.76 44.7
merino22202 M 2023 Ayaviri 18.1 3.96 45.3
merino22203 F 2023 Ayaviri 17.1 3.06 44.2
merino22204 M 2023 Ayaviri 17.8 0 42.6
merino22205 F 2023 Ayaviri 18.5 5.36 0
merino22206 M 2023 Ayaviri 18.8 0 44
merino22207 F 2023 Ayaviri 18.1 3.56 46.3
merino22208 M 2023 Ayaviri 17.9 2.26 46.4
merino22209 F 2023 Ayaviri 18.1 3.56 45
merino22210 M 2023 Ayaviri 17.4 0 44.2
merino22211 F 2023 Ayaviri 18 1.16 0
merino22212 M 2023 Ayaviri 19.6 0.96 0
merino22213 F 2023 Ayaviri 18.5 2.16 47.7
merino22214 M 2023 Ayaviri 18.9 2.06 45.5
merino22215 F 2023 Ayaviri 17.9 0 45.4
merino22216 M 2023 Ayaviri 19.9 0 45.7
merino22217 F 2023 Ayaviri 18.6 4.66 45.4
merino22218 M 2023 Ayaviri 19.1 1.86 0
merino22219 F 2023 Ayaviri 18 2.06 0
merino22220 M 2023 Ayaviri 18.4 2.56 0
merino22221 F 2023 Ayaviri 17.6 0 46.4
merino22222 M 2023 Ayaviri 16 0 44.5
merino22223 F 2023 Ayaviri 16.9 3.06 0
merino22224 M 2023 Ayaviri 19 1.86 47.3
merino22225 F 2023 Ayaviri 17.4 2.76 0
merino22226 M 2023 Ayaviri 18.5 1.96 44.8
merino22227 F 2023 Ayaviri 17.6 2.16 47.5
merino22228 M 2023 Ayaviri 15.6 0 0
merino22229 F 2023 Ayaviri 0 4.26 47.8
merino22230 M 2023 Ayaviri 16.4 2.06 46.3
merino22231 F 2023 Ayaviri 19.4 0 43.9
merino22232 M 2023 Ayaviri 20.5 4.06 0
merino22233 F 2023 Ayaviri 18.1 3.56 46.3
